																						
	Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	A56AF	BASUSDA_45	CV1	CV8	Cv1	DSM26508	SAM215	UFO-VIO
	group_6637	iagB	Invasion protein IagB	1	1	1	301	904	1	462		464	464	464								HCOCDN_04280
	Orf5		Orf5	1	1	1	301	898	1	456		1532	1532	1532								HCOCDN_04286
	group_6639	acyl carrier protein	acyl carrier protein	1	1	1	301	896	1	453		251	251	251								HCOCDN_04288
	group_6640	hypothetical protein	hypothetical protein	1	1	1	301	895	1	452		1907	1907	1907								HCOCDN_04289
	group_6641	hypothetical protein	hypothetical protein	1	1	1	301	894	1	451		257	257	257								HCOCDN_04290
	group_6642	bipD	Translocator protein BipD	1	1	1	301	893	1	450		1187	1187	1187								HCOCDN_04291
	bipC		Effector protein BipC	1	1	1	301	892	1	449		1259	1259	1259								HCOCDN_04292
	group_6644	sctE	SPI-1 type 3 secretion system translocon protein SctE	1	1	1	301	891	1	448		1745	1745	1745								HCOCDN_04293
	group_6645	sicA	type III secretion system translocator chaperone SicA	1	1	1	301	890	1	447		503	503	503								HCOCDN_04294
	group_6646	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	1	1	1	301	889	1	446		1151	1151	1151								HCOCDN_04295
	group_6647	sctT	type III secretion system export apparatus subunit SctT	1	1	1	301	888	1	445		776	776	776								HCOCDN_04296
	group_6648	sctS	EscS/YscS/HrcS family type III secretion system export apparatus protein	1	1	1	301	887	1	444		260	260	260								HCOCDN_04297
	group_6649	EscR/YscR/HrcR family type III secretion system export apparatus protein	EscR/YscR/HrcR family type III secretion system export apparatus protein	1	1	1	301	886	1	443		659	659	659								HCOCDN_04298
	group_6650	YscQ/HrcQ family type III secretion apparatus protein	YscQ/HrcQ family type III secretion apparatus protein	1	1	1	301	885	1	442		893	893	893								HCOCDN_04299
	Surface presentation of antigens secretory proteins		Surface presentation of antigens secretory proteins	1	1	1	301	884	1	441		1082	1082	1082								HCOCDN_04300
	group_6652	spaM	Type III secretion system protein SpaM	1	1	1	301	883	1	440		452	452	452								HCOCDN_04301
	group_6653	sctN	type III secretion system ATPase SctN	1	1	1	301	857	1	439		1289	1289	1289								HCOCDN_04302
	group_6654	spaK	SPI-1 type III secretion system chaperone SpaK	1	1	1	301	858	1	438		407	407	407								HCOCDN_04303
	group_6655	EscV/YscV/HrcV family type III secretion system export apparatus protein	EscV/YscV/HrcV family type III secretion system export apparatus protein	1	1	1	301	859	1	437		2057	2057	2057								HCOCDN_04304
	group_6656	YopN/LcrE/InvE/MxiC type III secretion system gatekeeper	YopN/LcrE/InvE/MxiC type III secretion system gatekeeper	1	1	1	301	860	1	436		1133	1133	1133								HCOCDN_04305
	group_6657	sctC	type III secretion system outer membrane ring subunit SctC	1	1	1	301	861	1	435		1727	1727	1727								HCOCDN_04306
	group_6658	invF	Invasion protein InvF	1	1	1	301	862	1	434		779	779	779								HCOCDN_04307
	group_6659	Transposase	Transposase	1	1	1	301	863	1	433		575	575	575								HCOCDN_04308
	Transposase IS116/IS110/IS902 C-terminal domain-containing protein		Transposase IS116/IS110/IS902 C-terminal domain-containing protein	1	1	1	301	864	1	432		386	386	386								HCOCDN_04309
	Fido domain-containing protein		Fido domain-containing protein	1	1	1	301	865	1	431		6485	6485	6485								HCOCDN_04310
	group_6662	hypothetical protein	hypothetical protein	1	1	1	301	868	1	428		650	650	650								HCOCDN_04313
	group_6663	hypothetical protein	hypothetical protein	1	1	1	301	869	1	427		6668	6668	6668								HCOCDN_04314
	group_6664	hypothetical protein	hypothetical protein	1	1	1	301	870	1	426		293	293	293								HCOCDN_04315
	group_6665	hypothetical protein	hypothetical protein	1	1	1	301	871	1	407		2498	2498	2498								HCOCDN_04316
	group_6666	hypothetical protein	hypothetical protein	1	1	1	301	872	1	408		677	677	677								HCOCDN_04317
	group_6667	hypothetical protein	hypothetical protein	1	1	1	301	873	1	409		575	575	575								HCOCDN_04318
	group_6668	histidine kinase	histidine kinase	1	1	1	301	849	1	424		1748	1748	1748								HCOCDN_04327
	group_6669	luxR	LuxR family transcriptional regulator	1	1	1	301	853	1	423		647	647	647								HCOCDN_04328
	group_6670	hypothetical protein	hypothetical protein	1	1	1	301	854	1	422		131	131	131								HCOCDN_04330
	group_6671	hypothetical protein	hypothetical protein	1	1	1	343	9	1195	5		308	308	308								HCOCDN_04337
	group_6694	espA	Secretion protein EspA	1	1	1	301	7140	4	13		608	608	608						BLLDNB_03133		
	group_670	hypothetical protein	hypothetical protein	1	1	1	301	1473	452	1		542	542	542					MDFDNN_01471			
	group_671	hypothetical protein	hypothetical protein	1	1	1	301	1472	452	2		362	362	362					MDFDNN_01470			
	tRNA-dihydrouridine synthase		tRNA-dihydrouridine synthase	1	1	1	166	1	520	1	Investigate	404	404	404					MDFDNN_04959			
	proton-conducting transporter membrane subunit		proton-conducting transporter membrane subunit	1	1	1	301	2201	141	2		344	344	344					MDFDNN_02016			
	group_6796	yoaK	DUF1275 domain-containing protein	1	1	1	301	1234	1041	6		806	806	806						BLLDNB_02223		
	group_68	IS5 family transposase	IS5 family transposase	1	1	1	301	2887	2	374		692	692	692								HCOCDN_03694
	group_680	hypothetical protein	hypothetical protein	1	1	1	301	2190	441	3		653	653	653					MDFDNN_01973			
	group_684	Sigma-54-dependent Fis family transcriptional regulator	Sigma-54-dependent Fis family transcriptional regulator	1	1	1	27	1	560	1	Investigate	1343	1343	1343					MDFDNN_04449			
	group_688	hypothetical protein	hypothetical protein	1	1	1	301	2905	703	1		140	140	140					MDFDNN_01735			
	group_69	IS5 family transposase	IS5 family transposase	1	1	1	301	1520	1	835		725	725	725						BLLDNB_01091		
	group_6907	Transposase	Transposase	1	1	1	301	5508	3	182		266	266	266								HCOCDN_00658
	group_6908	Transposase	Transposase	1	1	1	301	6612	938	33		266	266	266								HCOCDN_01522
	group_6909	Transposase	Transposase	1	1	1	301	2423	1	813		266	266	266								HCOCDN_02041
	group_6910	Transposase	Transposase	1	1	1	301	4119	1200	1		266	266	266								HCOCDN_02620
	group_6911	Transposase	Transposase	1	1	1	301	2294	63	5		266	266	266								HCOCDN_03390
	group_6912	Transposase	Transposase	1	1	1	301	1497	1042	3		266	266	266								HCOCDN_03876
	group_6913	Transposase	Transposase	1	1	1	301	915	1	473		266	266	266								HCOCDN_04269
	group_6914	Transposase	Transposase	1	1	1	301	879	1	415		266	266	266								HCOCDN_04324
	group_694	cytochrome ubiquinol oxidase subunit I	cytochrome ubiquinol oxidase subunit I	1	1	1	301	3207	2	340		488	488	488					MDFDNN_03780			
	group_697	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase	1	1	1	301	2935	131	6		311	311	311					MDFDNN_03695			
	group_70	IS5 family transposase	IS5 family transposase	1	1	1	301	6647	197	2		932	932	932						BLLDNB_01309		
	group_703	hypothetical protein	hypothetical protein	1	1	1	301	1891	782	1		407	407	407					MDFDNN_03529			
	group_7033	exbD	Biopolymer transporter ExbD	1	1	1	301	7056	9	30		443	443	443								HCOCDN_01064
	group_707	hypothetical protein	hypothetical protein	1	1	1	301	1718	719	1	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	257	257	257					MDFDNN_03443			
	group_709	zipA	cell division protein ZipA C-terminal FtsZ-binding domain-containing protein	1	1	1	301	1724	432	2		434	434	434					MDFDNN_03434			
	group_71	IS5 family transposase	IS5 family transposase	1	1	1	301	929	1	929		932	932	932						BLLDNB_02554		
	group_710	hypothetical protein	hypothetical protein	1	1	1	301	1723	432	3		284	284	284					MDFDNN_03435			
	group_7105	Transposase	Transposase	1	1	1	301	2903	1	76		266	266	266						BLLDNB_00025		
	group_7106	Transposase	Transposase	1	1	1	301	4913	1130	2		266	266	266						BLLDNB_00449		
	group_7107	Transposase	Transposase	1	1	1	301	4590	3	152		266	266	266						BLLDNB_00959		
	group_7108	Transposase	Transposase	1	1	1	301	4838	8	26		266	266	266						BLLDNB_00991		
	group_7109	Transposase	Transposase	1	1	1	301	1519	1	836		266	266	266						BLLDNB_01090		
	group_7110	Transposase	Transposase	1	1	1	301	4440	1	1058		266	266	266						BLLDNB_01132		
	group_7111	Transposase	Transposase	1	1	1	301	2967	1139	2		266	266	266						BLLDNB_01572		
	group_7112	Transposase	Transposase	1	1	1	301	295	1	869		266	266	266						BLLDNB_02367		
	group_7113	Transposase	Transposase	1	1	1	301	2336	1	925		266	266	266						BLLDNB_02559		
	group_7114	Transposase	Transposase	1	1	1	301	5620	10	42		266	266	266						BLLDNB_02683		
	group_7115	Transposase	Transposase	1	1	1	301	660	1	97		266	266	266						BLLDNB_03046		
	group_7116	Transposase	Transposase	1	1	1	301	3347	1	294		266	266	266						BLLDNB_03104		
	Succinate-semialdehyde dehydrogenase		Succinate-semialdehyde dehydrogenase	1	1	1	301	2003	573	1		641	641	641					MDFDNN_03402			
	group_716	IS5 family transposase	IS5 family transposase	1	1	1	301	2884	2	372		752	752	752	PAGBNG_01435							
	group_717	IS5 family transposase	IS5 family transposase	1	1	1	302	12	5	138		752	752	752	PAGBNG_01582							
	group_718	IS5 family transposase	IS5 family transposase	1	1	1	301	1555	225	2		740	740	740	PAGBNG_01833							
	group_7184	Transposase	Transposase	1	1	1	301	6550	1199	3		308	308	308								HCOCDN_00002
	group_7185	Transposase	Transposase	1	1	1	301	236	36	9		308	308	308								HCOCDN_00282
	group_7186	Transposase	Transposase	1	1	1	301	241	36	7		308	308	308								HCOCDN_00284
	group_7187	Transposase	Transposase	1	1	1	301	4554	3	3		308	308	308								HCOCDN_00617
	group_7188	Transposase	Transposase	1	1	1	301	2710	3	180		308	308	308								HCOCDN_00660
	group_7189	Transposase	Transposase	1	1	1	301	2737	3	202		308	308	308								HCOCDN_00674
	group_719	IS5 family transposase	IS5 family transposase	1	1	1	321	1	212	1	Investigate	347	347	347	PAGBNG_01937							
	group_7190	Transposase	Transposase	1	1	1	301	2424	1	812		308	308	308								HCOCDN_02042
	group_7191	Transposase	Transposase	1	1	1	301	4108	1201	3		308	308	308								HCOCDN_02662
	group_7192	Transposase	Transposase	1	1	1	301	5552	1202	2		308	308	308								HCOCDN_03161
	group_7193	Transposase	Transposase	1	1	1	301	3374	1	92		308	308	308								HCOCDN_03732
	group_7194	Transposase	Transposase	1	1	1	301	1311	31	6		308	308	308								HCOCDN_03921
	group_7195	Transposase	Transposase	1	1	1	301	196	1	491		308	308	308								HCOCDN_04207
	group_7196	Transposase	Transposase	1	1	1	301	917	1	475		308	308	308								HCOCDN_04267
	group_7197	Transposase	Transposase	1	1	1	301	900	1	458		308	308	308								HCOCDN_04284
	group_7198	Transposase	Transposase	1	1	1	301	867	1	429		308	308	308								HCOCDN_04312
	group_7199	Transposase	Transposase	1	1	1	301	876	1	412		308	308	308								HCOCDN_04321
	group_72	IS5 family transposase	IS5 family transposase	1	1	1	301	4627	1140	1		932	932	932						BLLDNB_00562		
	group_720	IS5 family transposase	IS5 family transposase	1	1	1	267	1	983	1	Investigate	662	662	662			MJAKFC_04053					
	group_7227	espA	Secretion protein EspA	1	1	1	301	7139	4	12		797	797	797						BLLDNB_03132		
	group_724	htpG	molecular chaperone HtpG	1	1	1	301	1104	657	1		1658	1658	1658					MDFDNN_01676			
	group_725	hypothetical protein	hypothetical protein	1	1	1	301	665	1	94		410	410	410					MDFDNN_01683			
	group_73	IS5 family transposase	IS5 family transposase	1	1	1	301	6553	1	641		932	932	932						BLLDNB_01768		
	group_731	istB	IS21-like element helper ATPase IstB	1	1	1	326	1	218	1	Investigate	662	662	662	PAGBNG_01595							
	group_732	istB	IS21-like element helper ATPase IstB	1	1	1	306	9	43	18		662	662	662	PAGBNG_03899							
	group_735	lysR	LysR family transcriptional regulator	1	1	1	301	4827	3	1		254	254	254					MDFDNN_00584			
	group_7365	birA	Bifunctional ligase/repressor BirA	1	1	1	301	1237	1041	9		965	965	965						BLLDNB_02220		
	group_737	abc-f	ribosomal protection-like ABC-F family protein	1	1	1	301	5021	738	1		1085	1085	1085					MDFDNN_00532			
	ATP-binding cassette domain-containing protein		ATP-binding cassette domain-containing protein	1	1	1	301	4678	790	1		503	503	503					MDFDNN_00535			
	group_74	tnp	IS5 family transposase	1	1	1	301	1186	76	9		932	932	932			MJAKFC_02842					
	group_740	hypothetical protein	hypothetical protein	1	1	1	301	1180	787	1		518	518	518					MDFDNN_01846			
	group_743	D-alanyl-D-alanine carboxypeptidase	D-alanyl-D-alanine carboxypeptidase	1	1	1	301	1212	837	1		335	335	335					MDFDNN_01839			
	group_7481	IS5 family transposase	IS5 family transposase	1	1	1	301	6916	137	3		965	965	965								HCOCDN_01335
	group_7482	IS5 family transposase	IS5 family transposase	1	1	1	301	3372	1	90		965	965	965								HCOCDN_03734
	group_7483	IS5 family transposase	IS5 family transposase	1	1	1	301	3353	1137	1		965	965	965						BLLDNB_00022		
	group_7484	IS5 family transposase	IS5 family transposase	1	1	1	301	247	36	2		965	965	965						BLLDNB_00254		
	group_7485	IS5 family transposase	IS5 family transposase	1	1	1	301	227	77	5		965	965	965						BLLDNB_00279		
	group_7486	IS5 family transposase	IS5 family transposase	1	1	1	301	6472	1163	1		965	965	965						BLLDNB_00886		
	group_7487	IS5 family transposase	IS5 family transposase	1	1	1	301	2725	3	157		965	965	965						BLLDNB_00964		
	group_7488	IS5 family transposase	IS5 family transposase	1	1	1	301	2740	8	28		965	965	965						BLLDNB_00989		
	group_7489	IS5 family transposase	IS5 family transposase	1	1	1	301	4888	228	1		965	965	965						BLLDNB_01040		
	group_7490	IS5 family transposase	IS5 family transposase	1	1	1	301	1951	1	839		965	965	965						BLLDNB_01087		
	group_7491	IS5 family transposase	IS5 family transposase	1	1	1	301	1950	1	838		965	965	965						BLLDNB_01088		
	group_7492	IS5 family transposase	IS5 family transposase	1	1	1	301	6575	65	2		965	965	965						BLLDNB_01218		
	group_7493	IS5 family transposase	IS5 family transposase	1	1	1	301	3	1135	1		965	965	965						BLLDNB_01907		
	group_7494	IS5 family transposase	IS5 family transposase	1	1	1	301	6972	1135	2		965	965	965						BLLDNB_01908		
	group_7495	IS5 family transposase	IS5 family transposase	1	1	1	301	4092	1173	1		965	965	965						BLLDNB_01940		
	group_7496	IS5 family transposase	IS5 family transposase	1	1	1	301	100	1	888		965	965	965						BLLDNB_02378		
	group_7497	IS5 family transposase	IS5 family transposase	1	1	1	301	2338	1	927		965	965	965						BLLDNB_02557		
	group_7498	IS5 family transposase	IS5 family transposase	1	1	1	301	5555	148	4		965	965	965						BLLDNB_02720		
	group_7499	IS5 family transposase	IS5 family transposase	1	1	1	301	2412	1	662		965	965	965						BLLDNB_02773		
	group_7500	IS5 family transposase	IS5 family transposase	1	1	1	301	2158	1	724		965	965	965						BLLDNB_02920		
	group_7502	IS5 family transposase	IS5 family transposase	1	1	1	301	3422	1	163		965	965	965						BLLDNB_03072		
	group_7503	IS5 family transposase	IS5 family transposase	1	1	1	301	7136	4	15		965	965	965						BLLDNB_03135		
	group_7504	IS5 family transposase	IS5 family transposase	1	1	1	301	7135	4	14		965	965	965						BLLDNB_03136		
	group_7505	IS5 family transposase	IS5 family transposase	1	1	1	301	7034	4	36		965	965	965						BLLDNB_03144		
	group_7506	IS5 family transposase	IS5 family transposase	1	1	1	301	5060	3	43		965	965	965						BLLDNB_03356		
	group_7507	IS5 family transposase	IS5 family transposase	1	1	1	301	5187	28	1		965	965	965						BLLDNB_03380		
	group_7508	IS5 family transposase	IS5 family transposase	1	1	1	301	4218	34	3		965	965	965						BLLDNB_03557		
	group_7509	IS5 family transposase	IS5 family transposase	1	1	1	301	7252	1147	1		965	965	965						BLLDNB_03794		
	GroEL		GroEL	1	1	1	301	1563	16	11		329	329	329					MDFDNN_02109			
	group_7564	IS600 ORF2	IS600 ORF2	1	1	1	301	6549	1199	1		656	656	656								HCOCDN_00001
	group_7565	IS600 ORF2	IS600 ORF2	1	1	1	301	235	36	8		656	656	656								HCOCDN_00283
	group_7566	IS600 ORF2	IS600 ORF2	1	1	1	301	242	36	6		656	656	656								HCOCDN_00285
	group_7567	IS600 ORF2	IS600 ORF2	1	1	1	301	2709	3	181		656	656	656								HCOCDN_00659
	group_7568	IS600 ORF2	IS600 ORF2	1	1	1	301	2736	3	203		656	656	656								HCOCDN_00673
	group_7569	IS600 ORF2	IS600 ORF2	1	1	1	301	6567	137	1		656	656	656								HCOCDN_01333
	group_7570	IS600 ORF2	IS600 ORF2	1	1	1	301	2425	1	811		656	656	656								HCOCDN_02043
	group_7571	IS600 ORF2	IS600 ORF2	1	1	1	301	4109	1201	2		656	656	656								HCOCDN_02663
	group_7572	IS600 ORF2	IS600 ORF2	1	1	1	301	5678	1202	1		656	656	656								HCOCDN_03162
	IS600 ORF2		IS600 ORF2	1	1	1	301	3373	1	91		656	656	656								HCOCDN_03733
	group_7574	IS600 ORF2	IS600 ORF2	1	1	1	301	1312	31	7		656	656	656								HCOCDN_03922
	group_7575	IS600 ORF2	IS600 ORF2	1	1	1	301	197	1	492		656	656	656								HCOCDN_04208
