																					
	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
	HCOCDN_01470	243365.CV_3423	4.52e-124	362.0	COG5495@1|root,COG5495@2|Bacteria,1RBEZ@1224|Proteobacteria,2VS2J@28216|Betaproteobacteria,2KR6Q@206351|Neisseriales	206351|Neisseriales	S	Rossmann-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF2520,Rossmann-like
	HCOCDN_01500	243365.CV_3462	1.91e-48	156.0	COG2914@1|root,COG2914@2|Bacteria,1MZCH@1224|Proteobacteria,2VVNX@28216|Betaproteobacteria,2KRX3@206351|Neisseriales	206351|Neisseriales	S	Belongs to the UPF0125 (RnfH) family	-	-	-	ko:K09801	-	-	-	-	ko00000	-	-	-	Ub-RnfH
	HCOCDN_01503	279714.FuraDRAFT_1140	7.05e-38	130.0	2EFAN@1|root,3393I@2|Bacteria,1NE44@1224|Proteobacteria,2VX14@28216|Betaproteobacteria,2KS0C@206351|Neisseriales	206351|Neisseriales	S	Psort location CytoplasmicMembrane, score 9.46	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01507	76114.ebA5220	1.75e-79	242.0	28NXU@1|root,2ZBV7@2|Bacteria,1RM40@1224|Proteobacteria,2VQMT@28216|Betaproteobacteria,2KY6A@206389|Rhodocyclales	206389|Rhodocyclales	S	Putative inner membrane protein (DUF1819)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1819
	HCOCDN_01508	395494.Galf_0883	2.19e-72	224.0	28KCG@1|root,2Z9ZE@2|Bacteria,1R8W1@1224|Proteobacteria,2VQCT@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Domain of unknown function (DUF1788)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1788
	HCOCDN_01513	395494.Galf_0895	0.0	936.0	COG1524@1|root,COG1524@2|Bacteria,1MUYY@1224|Proteobacteria,2VPQI@28216|Betaproteobacteria	28216|Betaproteobacteria	S	PglZ domain	-	-	-	-	-	-	-	-	-	-	-	-	PglZ
	HCOCDN_01514	266265.Bxe_B0424	4.44e-252	706.0	COG3177@1|root,COG3177@2|Bacteria,1MVW0@1224|Proteobacteria,2VJ3F@28216|Betaproteobacteria,1K6S2@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Fic/DOC family	-	-	-	-	-	-	-	-	-	-	-	-	Fic
	HCOCDN_01534	243365.CV_3467	3.92e-52	166.0	COG4575@1|root,COG4575@2|Bacteria,1N6X7@1224|Proteobacteria,2WFR8@28216|Betaproteobacteria,2KU3E@206351|Neisseriales	206351|Neisseriales	S	Bacterial protein of unknown function (DUF883)	-	-	-	-	-	-	-	-	-	-	-	-	DUF883
	HCOCDN_01535	243365.CV_3468	3.3e-63	196.0	COG5393@1|root,COG5393@2|Bacteria,1NFKN@1224|Proteobacteria,2VW95@28216|Betaproteobacteria,2KRW9@206351|Neisseriales	206351|Neisseriales	S	Putative Actinobacterial Holin-X, holin superfamily III	-	-	-	-	-	-	-	-	-	-	-	-	Phage_holin_3_6
	HCOCDN_01539	243365.CV_3472	4.98e-132	376.0	COG1376@1|root,COG1376@2|Bacteria,1RHBG@1224|Proteobacteria,2VS1A@28216|Betaproteobacteria,2KR6D@206351|Neisseriales	206351|Neisseriales	S	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	YkuD
	HCOCDN_01540	243365.CV_3473	2.82e-81	242.0	2CH3Z@1|root,32RP9@2|Bacteria,1MZF8@1224|Proteobacteria,2VUE9@28216|Betaproteobacteria,2KRRP@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF2721)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2721
	HCOCDN_01544	243365.CV_3477	1.16e-154	436.0	COG1285@1|root,COG1285@2|Bacteria,1MURJ@1224|Proteobacteria,2VII3@28216|Betaproteobacteria,2KS6A@206351|Neisseriales	206351|Neisseriales	S	MgtC family	-	-	-	ko:K07507	-	-	-	-	ko00000,ko02000	9.B.20	-	-	MgtC
	HCOCDN_01550	243365.CV_3483	5.78e-74	225.0	COG3238@1|root,COG3238@2|Bacteria,1MZFD@1224|Proteobacteria,2W3ZA@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Putative inner membrane exporter, YdcZ	-	-	-	ko:K09936	ko02024,map02024	-	-	-	ko00000,ko00001,ko02000	2.A.7.21	-	-	DMT_YdcZ
	HCOCDN_01551	243365.CV_3484	1.39e-70	216.0	COG3238@1|root,COG3238@2|Bacteria,1N843@1224|Proteobacteria,2W4RN@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Putative inner membrane exporter, YdcZ	-	-	-	ko:K09936	ko02024,map02024	-	-	-	ko00000,ko00001,ko02000	2.A.7.21	-	-	DMT_YdcZ
	HCOCDN_01552	243365.CV_3485	1.47e-67	205.0	COG1742@1|root,COG1742@2|Bacteria,1MZI8@1224|Proteobacteria,2VUNG@28216|Betaproteobacteria,2KRM4@206351|Neisseriales	206351|Neisseriales	S	Uncharacterised BCR, YnfA/UPF0060 family	-	-	-	ko:K09771	-	-	-	-	ko00000,ko02000	2.A.7.26	-	-	UPF0060
	HCOCDN_01564	243365.CV_3506	1.53e-208	582.0	COG4104@1|root,COG4104@2|Bacteria,1QPK2@1224|Proteobacteria,2VZV9@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Lysine-specific metallo-endopeptidase	-	-	3.4.24.20	ko:K08646	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Aspzincin_M35
	HCOCDN_01568	243365.CV_3511	1.45e-42	140.0	COG5572@1|root,COG5572@2|Bacteria,1MZ6Q@1224|Proteobacteria,2VWC8@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Predicted integral membrane protein (DUF2282)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2282
	HCOCDN_01569	243365.CV_3512	2.77e-48	154.0	COG5572@1|root,COG5572@2|Bacteria,1MZ6Q@1224|Proteobacteria,2VWC8@28216|Betaproteobacteria,2KRX5@206351|Neisseriales	206351|Neisseriales	S	Predicted integral membrane protein (DUF2282)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2282
	HCOCDN_01570	243365.CV_3513	8.02e-172	482.0	COG3220@1|root,COG3220@2|Bacteria,1MURE@1224|Proteobacteria,2VKD3@28216|Betaproteobacteria,2KTZD@206351|Neisseriales	206351|Neisseriales	S	Belongs to the UPF0276 family	-	-	-	ko:K09930	-	-	-	-	ko00000	-	-	-	DUF692
	HCOCDN_01571	243365.CV_3514	2.18e-131	378.0	COG3219@1|root,COG3219@2|Bacteria,1QAP4@1224|Proteobacteria,2VR01@28216|Betaproteobacteria,2KRNI@206351|Neisseriales	206351|Neisseriales	S	Putative DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF2063
	HCOCDN_01572	243365.CV_3515	3.34e-78	235.0	COG2259@1|root,COG2259@2|Bacteria,1N1VA@1224|Proteobacteria,2VU9I@28216|Betaproteobacteria	28216|Betaproteobacteria	S	PFAM DoxX family protein	-	-	-	ko:K15977	-	-	-	-	ko00000	-	-	-	DoxX
	HCOCDN_01580	243365.CV_3522	1.14e-179	508.0	COG0673@1|root,COG0673@2|Bacteria,1MU8F@1224|Proteobacteria,2VJZ8@28216|Betaproteobacteria,2KQSH@206351|Neisseriales	206351|Neisseriales	S	Oxidoreductase family, NAD-binding Rossmann fold	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
	HCOCDN_01617	243365.CV_1280	1.27e-233	646.0	COG4637@1|root,COG4637@2|Bacteria,1ND40@1224|Proteobacteria,2VPA8@28216|Betaproteobacteria	28216|Betaproteobacteria	S	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15,AAA_21
	HCOCDN_01641	243365.CV_1254	5.72e-133	382.0	COG0491@1|root,COG0491@2|Bacteria,1MU8Q@1224|Proteobacteria,2VGZG@28216|Betaproteobacteria,2KQZD@206351|Neisseriales	206351|Neisseriales	S	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid	gloB	-	3.1.2.6	ko:K01069	ko00620,map00620	-	R01736	RC00004,RC00137	ko00000,ko00001,ko01000	-	-	-	HAGH_C,Lactamase_B
	HCOCDN_01643	243365.CV_1252	5.58e-217	603.0	COG1289@1|root,COG1289@2|Bacteria,1MUWE@1224|Proteobacteria,2VV0T@28216|Betaproteobacteria,2KS4S@206351|Neisseriales	206351|Neisseriales	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	FUSC
	HCOCDN_01645	243365.CV_1250	2.39e-159	449.0	COG3022@1|root,COG3022@2|Bacteria,1MUAF@1224|Proteobacteria,2VH23@28216|Betaproteobacteria,2KQ09@206351|Neisseriales	206351|Neisseriales	S	Belongs to the UPF0246 family	yaaA	-	-	ko:K09861	-	-	-	-	ko00000	-	-	-	H2O2_YaaD
	HCOCDN_01659	243365.CV_3612	6.63e-177	496.0	COG2607@1|root,COG2607@2|Bacteria,1MVMX@1224|Proteobacteria,2VID5@28216|Betaproteobacteria,2KQ5E@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF815)	-	-	-	ko:K06923	-	-	-	-	ko00000	-	-	-	DUF815
	HCOCDN_01680	243365.CV_3634	3.55e-64	196.0	COG4390@1|root,COG4390@2|Bacteria,1N8RK@1224|Proteobacteria,2VUJW@28216|Betaproteobacteria,2KU3Y@206351|Neisseriales	206351|Neisseriales	S	Uncharacterized protein conserved in bacteria (DUF2322)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2322
	HCOCDN_01688	243365.CV_3642	8.46e-60	185.0	COG1937@1|root,COG1937@2|Bacteria,1N9P2@1224|Proteobacteria,2VUK5@28216|Betaproteobacteria,2KRZ5@206351|Neisseriales	206351|Neisseriales	S	Metal-sensitive transcriptional repressor	-	-	-	ko:K21600	-	-	-	-	ko00000,ko03000	-	-	-	Trns_repr_metal
	HCOCDN_01692	243365.CV_3646	1.09e-122	359.0	COG3782@1|root,COG3782@2|Bacteria,1MZ3U@1224|Proteobacteria,2VTD2@28216|Betaproteobacteria,2KQWH@206351|Neisseriales	206351|Neisseriales	S	Domain of unknown function (DUF1853)	-	-	-	ko:K09977	-	-	-	-	ko00000	-	-	-	DUF1853
	HCOCDN_01698	243365.CV_3398	0.0	941.0	COG5339@1|root,COG5339@2|Bacteria,1R5PZ@1224|Proteobacteria,2VIVC@28216|Betaproteobacteria,2KQB0@206351|Neisseriales	206351|Neisseriales	S	Bacterial protein of unknown function (DUF945)	-	-	-	-	-	-	-	-	-	-	-	-	DUF945
	HCOCDN_01725	243365.CV_3668	2.73e-71	214.0	COG2127@1|root,COG2127@2|Bacteria,1MZU8@1224|Proteobacteria,2VSCU@28216|Betaproteobacteria,2KRR5@206351|Neisseriales	206351|Neisseriales	S	Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation	clpS	-	-	ko:K06891	-	-	-	-	ko00000	-	-	-	ClpS
	HCOCDN_01735	243365.CV_3679	2.55e-165	463.0	COG0496@1|root,COG0496@2|Bacteria,1MVHE@1224|Proteobacteria,2VIND@28216|Betaproteobacteria,2KPGC@206351|Neisseriales	206351|Neisseriales	S	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates	surE	-	3.1.3.5	ko:K03787	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	SurE
	HCOCDN_01740	243365.CV_3684	1.78e-136	396.0	COG1721@1|root,COG1721@2|Bacteria,1R3QD@1224|Proteobacteria,2VN9P@28216|Betaproteobacteria,2KQMH@206351|Neisseriales	206351|Neisseriales	S	conserved protein (some members contain a von Willebrand factor type A (vWA) domain)	-	-	-	-	-	-	-	-	-	-	-	-	DUF58
	HCOCDN_01741	243365.CV_3685	2.89e-191	534.0	COG0714@1|root,COG0714@2|Bacteria,1MUFN@1224|Proteobacteria,2VKJJ@28216|Betaproteobacteria,2KQ80@206351|Neisseriales	206351|Neisseriales	S	ATPase family associated with various cellular activities (AAA)	-	-	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_3
	HCOCDN_01747	243365.CV_3691	1.44e-86	254.0	COG2346@1|root,COG2346@2|Bacteria,1RH21@1224|Proteobacteria,2VSUJ@28216|Betaproteobacteria,2KRB2@206351|Neisseriales	206351|Neisseriales	S	Bacterial-like globin	-	-	-	ko:K06886	-	-	-	-	ko00000	-	-	-	Bac_globin
	HCOCDN_01770	243365.CV_3717	4.63e-88	260.0	COG3045@1|root,COG3045@2|Bacteria,1RDMP@1224|Proteobacteria,2VRJ6@28216|Betaproteobacteria,2KQVD@206351|Neisseriales	206351|Neisseriales	S	CreA protein	-	-	-	ko:K05805	-	-	-	-	ko00000	-	-	-	CreA
	HCOCDN_01771	243365.CV_3718	1.04e-163	460.0	COG1235@1|root,COG1235@2|Bacteria,1MVJH@1224|Proteobacteria,2VKJK@28216|Betaproteobacteria,2KQ9E@206351|Neisseriales	206351|Neisseriales	S	Beta-lactamase superfamily domain	-	-	3.1.4.55	ko:K06167	ko00440,map00440	-	R10205	RC00296	ko00000,ko00001,ko01000	-	-	-	Lactamase_B_2
	HCOCDN_01785	243365.CV_3732	6.35e-109	315.0	2CDFS@1|root,32RXQ@2|Bacteria,1N09V@1224|Proteobacteria,2VR7P@28216|Betaproteobacteria,2KRXW@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF2946)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2944
	HCOCDN_01792	243365.CV_3741	7.1e-152	427.0	COG2928@1|root,COG2928@2|Bacteria,1MWT5@1224|Proteobacteria,2VH65@28216|Betaproteobacteria,2KQ9Z@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF502)	-	-	-	-	-	-	-	-	-	-	-	-	DUF502
	HCOCDN_01793	243365.CV_3742	9.72e-47	153.0	COG2331@1|root,COG2331@2|Bacteria,1N6Q9@1224|Proteobacteria,2VTX5@28216|Betaproteobacteria,2KS07@206351|Neisseriales	206351|Neisseriales	S	Zinc ribbon domain	-	-	-	-	-	-	-	-	-	-	-	-	Zn-ribbon_8
	HCOCDN_01797	1120999.JONM01000008_gene2016	1.13e-39	137.0	COG0457@1|root,COG0457@2|Bacteria,1NB3X@1224|Proteobacteria,2VWD9@28216|Betaproteobacteria,2KS43@206351|Neisseriales	206351|Neisseriales	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_01800	243365.CV_3748	0.0	919.0	COG0728@1|root,COG0728@2|Bacteria,1MUH0@1224|Proteobacteria,2VHTQ@28216|Betaproteobacteria,2KPUR@206351|Neisseriales	206351|Neisseriales	S	Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane	mviN	-	-	ko:K03980	-	-	-	-	ko00000,ko01011,ko02000	2.A.66.4	-	-	MVIN
	HCOCDN_01802	243365.CV_2693	1.03e-64	203.0	COG5472@1|root,COG5472@2|Bacteria,1RI0Q@1224|Proteobacteria,2VSG9@28216|Betaproteobacteria,2KTKN@206351|Neisseriales	206351|Neisseriales	S	Predicted small integral membrane protein (DUF2165)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2165
	HCOCDN_01804	243365.CV_3753	2.95e-149	422.0	COG2872@1|root,COG2872@2|Bacteria,1MY0P@1224|Proteobacteria,2VMEB@28216|Betaproteobacteria,2KSDD@206351|Neisseriales	206351|Neisseriales	S	Threonyl and Alanyl tRNA synthetase second additional domain	-	-	-	ko:K07050	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	tRNA-synt_2c,tRNA_SAD
	HCOCDN_01808	243365.CV_3758	3.29e-42	140.0	COG2823@1|root,COG2823@2|Bacteria,1P5J2@1224|Proteobacteria,2W5J5@28216|Betaproteobacteria,2KTFH@206351|Neisseriales	206351|Neisseriales	S	BON domain	-	-	-	-	-	-	-	-	-	-	-	-	BON
	HCOCDN_01812	243365.CV_1215	2.93e-80	241.0	2E3WG@1|root,32YTM@2|Bacteria,1N8TX@1224|Proteobacteria,2W57Z@28216|Betaproteobacteria,2KTHZ@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF3768)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3768
	HCOCDN_01820	557598.LHK_00811	1.21e-168	478.0	28HEE@1|root,2Z7QU@2|Bacteria,1MXU6@1224|Proteobacteria,2VISI@28216|Betaproteobacteria,2KPKY@206351|Neisseriales	206351|Neisseriales	S	Domain of unknown function (DUF932)	-	-	-	-	-	-	-	-	-	-	-	-	DUF932
	HCOCDN_01827	243365.CV_1233	0.0	1397.0	COG3501@1|root,COG4253@1|root,COG3501@2|Bacteria,COG4253@2|Bacteria,1MU7Q@1224|Proteobacteria,2VJDF@28216|Betaproteobacteria,2KQIA@206351|Neisseriales	206351|Neisseriales	S	ORF located using	-	-	-	ko:K11904	ko03070,map03070	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	DUF2345,Phage_GPD,T6SS_Vgr
	HCOCDN_01832	1268622.AVS7_03233	1.67e-23	99.0	2CEP2@1|root,33357@2|Bacteria,1N0US@1224|Proteobacteria,2VW6T@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Inovirus Gp2	-	-	-	-	-	-	-	-	-	-	-	-	Inovirus_Gp2
	HCOCDN_01845	243365.CV_3764	2.99e-87	258.0	COG1610@1|root,COG1610@2|Bacteria,1RGZS@1224|Proteobacteria,2VR35@28216|Betaproteobacteria,2KR8G@206351|Neisseriales	206351|Neisseriales	S	Psort location Cytoplasmic, score 8.96	-	-	-	ko:K09117	-	-	-	-	ko00000	-	-	-	YqeY
	HCOCDN_01852	243365.CV_3771	4.91e-272	749.0	COG2252@1|root,COG2252@2|Bacteria,1MUV0@1224|Proteobacteria,2VI3J@28216|Betaproteobacteria,2KPJA@206351|Neisseriales	206351|Neisseriales	S	xanthine uracil permease family protein K06901	-	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
	HCOCDN_01855	243365.CV_3774	5.75e-27	101.0	COG4709@1|root,COG4709@2|Bacteria	2|Bacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF1700
	HCOCDN_01856	243365.CV_3775	4.71e-201	564.0	COG4709@1|root,COG4709@2|Bacteria,1N6JD@1224|Proteobacteria,2VUZ1@28216|Betaproteobacteria,2KT39@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF1700)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1700
	HCOCDN_01858	243365.CV_3778	5.44e-211	587.0	COG1752@1|root,COG1752@2|Bacteria,1R5GI@1224|Proteobacteria,2VPCG@28216|Betaproteobacteria,2KQ13@206351|Neisseriales	206351|Neisseriales	S	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
	HCOCDN_01859	391600.ABRU01000041_gene2525	6.73e-35	122.0	2BI4W@1|root,32CA3@2|Bacteria,1RHWB@1224|Proteobacteria,2UD2Y@28211|Alphaproteobacteria,2KIVF@204458|Caulobacterales	204458|Caulobacterales	S	Killing trait	-	-	-	-	-	-	-	-	-	-	-	-	RebB
	HCOCDN_01869	243365.CV_3788	2.39e-113	325.0	2AFCJ@1|root,315C6@2|Bacteria,1RH66@1224|Proteobacteria,2VSTN@28216|Betaproteobacteria,2KQYI@206351|Neisseriales	206351|Neisseriales	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DUF1841
	HCOCDN_01871	243365.CV_3790	1.89e-159	450.0	COG5473@1|root,COG5473@2|Bacteria,1MVRU@1224|Proteobacteria,2VK3K@28216|Betaproteobacteria,2KR3K@206351|Neisseriales	206351|Neisseriales	S	Predicted integral membrane protein (DUF2189)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2189
	HCOCDN_01873	243365.CV_3792	4.31e-134	381.0	COG0586@1|root,COG0586@2|Bacteria,1R6V4@1224|Proteobacteria,2VMXP@28216|Betaproteobacteria,2KQ67@206351|Neisseriales	206351|Neisseriales	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
	HCOCDN_01880	243365.CV_3800	1.18e-89	263.0	2AJXH@1|root,31AKJ@2|Bacteria,1RJPF@1224|Proteobacteria,2VTF5@28216|Betaproteobacteria,2KU1J@206351|Neisseriales	206351|Neisseriales	S	Domain of unknown function (DUF4149)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4149
	HCOCDN_01885	243365.CV_3805	1.84e-143	408.0	2DIMC@1|root,303MI@2|Bacteria,1QQSD@1224|Proteobacteria,2WD02@28216|Betaproteobacteria,2KTKY@206351|Neisseriales	206351|Neisseriales	S	Type II secretion system (T2SS), protein N	-	-	-	ko:K02463	ko05111,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSN
	HCOCDN_01902	243365.CV_3821	1.83e-92	272.0	COG0802@1|root,COG0802@2|Bacteria,1RGYU@1224|Proteobacteria,2VSJY@28216|Betaproteobacteria,2KRA9@206351|Neisseriales	206351|Neisseriales	S	Hydrolase, P-loop family	-	-	-	ko:K06925	-	-	-	-	ko00000,ko03016	-	-	-	TsaE
	HCOCDN_01904	243365.CV_3823	2.65e-34	117.0	COG3024@1|root,COG3024@2|Bacteria,1NGJ8@1224|Proteobacteria,2VXRV@28216|Betaproteobacteria,2KS8B@206351|Neisseriales	206351|Neisseriales	S	Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C-terminal domain of GyrB, which probably disrupts DNA binding by the gyrase	yacG	-	-	ko:K09862	-	-	-	-	ko00000	-	-	-	YacG
	HCOCDN_01912	243365.CV_3832	1.23e-169	476.0	COG4137@1|root,COG4137@2|Bacteria,1R3YD@1224|Proteobacteria,2VK0H@28216|Betaproteobacteria,2KQYX@206351|Neisseriales	206351|Neisseriales	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C_asm
	HCOCDN_01929	243365.CV_3850	1.42e-187	523.0	COG1561@1|root,COG1561@2|Bacteria,1MWRA@1224|Proteobacteria,2VIFC@28216|Betaproteobacteria,2KPIX@206351|Neisseriales	206351|Neisseriales	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DUF1732,YicC_N
	HCOCDN_01935	243365.CV_3873	6.83e-59	184.0	2EQYD@1|root,33II1@2|Bacteria,1NHV5@1224|Proteobacteria,2VXZK@28216|Betaproteobacteria,2KS7A@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF2802)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2802
	HCOCDN_01976	243365.CV_3911	7.47e-75	227.0	2EH3D@1|root,33AVD@2|Bacteria,1QR7N@1224|Proteobacteria,2VWFP@28216|Betaproteobacteria,2KRV4@206351|Neisseriales	206351|Neisseriales	S	Protein of unknown function (DUF3592)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3592
	HCOCDN_01977	243365.CV_3912	3.67e-193	539.0	COG1161@1|root,COG1161@2|Bacteria,1MV5H@1224|Proteobacteria,2VHAG@28216|Betaproteobacteria,2KQ9U@206351|Neisseriales	206351|Neisseriales	S	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity	ylqF	-	-	ko:K14540	-	-	-	-	ko00000,ko03009	-	-	-	MMR_HSR1
	HCOCDN_01978	243365.CV_3913	2.97e-45	146.0	COG3530@1|root,COG3530@2|Bacteria,1N7GT@1224|Proteobacteria,2VW2G@28216|Betaproteobacteria,2KTB1@206351|Neisseriales	206351|Neisseriales	S	Putative quorum-sensing-regulated virulence factor	-	-	-	ko:K09954	-	-	-	-	ko00000	-	-	-	QSregVF_b
	HCOCDN_01985	243365.CV_3920	1.17e-90	266.0	COG0517@1|root,COG0517@2|Bacteria,1N0H3@1224|Proteobacteria,2VRN8@28216|Betaproteobacteria,2KU4I@206351|Neisseriales	206351|Neisseriales	S	Domain in cystathionine beta-synthase and other proteins.	-	-	-	-	-	-	-	-	-	-	-	-	CBS
	HCOCDN_02003	243365.CV_2843	3.84e-187	526.0	COG1752@1|root,COG1752@2|Bacteria,1MVHW@1224|Proteobacteria,2VH3I@28216|Betaproteobacteria,2KR2N@206351|Neisseriales	206351|Neisseriales	S	Patatin-like phospholipase	-	-	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
	HCOCDN_02009	267608.RSp0553	6.82e-40	134.0	COG1937@1|root,COG1937@2|Bacteria,1N6ZN@1224|Proteobacteria,2VVQ4@28216|Betaproteobacteria,1KHE9@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Metal-sensitive transcriptional repressor	-	-	-	-	-	-	-	-	-	-	-	-	Trns_repr_metal
	HCOCDN_02011	159087.Daro_2296	1.77e-76	230.0	COG2510@1|root,COG2510@2|Bacteria,1RJ4E@1224|Proteobacteria,2VS3K@28216|Betaproteobacteria,2KYQ2@206389|Rhodocyclales	206389|Rhodocyclales	S	EamA-like transporter family	-	-	-	ko:K08978	-	-	-	-	ko00000,ko02000	2.A.7.2	-	-	EamA
	HCOCDN_02012	1123393.KB891326_gene101	7.67e-92	276.0	COG1814@1|root,COG1814@2|Bacteria,1MUZE@1224|Proteobacteria,2VJ27@28216|Betaproteobacteria	28216|Betaproteobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	VIT1
	HCOCDN_02013	243365.CV_3963	8.46e-228	631.0	COG3515@1|root,COG3515@2|Bacteria,1MY80@1224|Proteobacteria,2VN8Y@28216|Betaproteobacteria,2KPWU@206351|Neisseriales	206351|Neisseriales	S	ImpA, N-terminal, type VI secretion system	-	-	-	ko:K11902	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	-	-	-	ImpA_N
	HCOCDN_02014	62928.azo1311	2.04e-28	104.0	COG4104@1|root,COG4104@2|Bacteria,1N6T7@1224|Proteobacteria,2VVXH@28216|Betaproteobacteria,2KX7I@206389|Rhodocyclales	206389|Rhodocyclales	S	PAAR motif	-	-	-	-	-	-	-	-	-	-	-	-	PAAR_motif
	HCOCDN_02018	243365.CV_3967	8.29e-219	607.0	COG3520@1|root,COG3520@2|Bacteria,1MWVS@1224|Proteobacteria,2VIPW@28216|Betaproteobacteria,2KQAH@206351|Neisseriales	206351|Neisseriales	S	Pfam:T6SS_VasB	-	-	-	ko:K11895	ko02025,map02025	M00334	-	-	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	-	T6SS_TssG
	HCOCDN_02019	243365.CV_3969	0.0	1150.0	COG3519@1|root,COG3519@2|Bacteria,1MUY4@1224|Proteobacteria,2VHXS@28216|Betaproteobacteria,2KPRP@206351|Neisseriales	206351|Neisseriales	S	Type VI secretion system, TssF	-	-	-	ko:K11896	-	M00334	-	-	ko00000,ko00002,ko02044	3.A.23.1	-	-	T6SS_TssF
	HCOCDN_02021	748280.NH8B_1128	2.18e-251	713.0	COG2268@1|root,COG2268@2|Bacteria,1QUZT@1224|Proteobacteria,2WGNB@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Uncharacterized alpha/beta hydrolase domain (DUF2235)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2235
